x1_image,x2_image,main softmax,branch softmax,prediction_main,prediction_branch,true result
./vehicle_images/1636039243242_Bajaj Ct100 2017 Motorbike.jpg,./vehicle_images/1636044407934_Bajaj Platina 2007 Motorbike.jpg,"[3.79570119548589e-05, 0.0004151854373048991, 0.9968423843383789, 0.002704483224079013]","[1.0472426481555885e-07, 5.403395334724337e-06, 0.9854571223258972, 0.014537434093654156]",2,2,2
./vehicle_images/1636039243427_Bajaj Re 2006 Three Wheel.jpg,./vehicle_images/1636044408115_Bajaj Platina 125 2009 Motorbike.jpg,"[5.20600860909326e-06, 4.227894532959908e-05, 0.9988666772842407, 0.0010858908062800765]","[1.9342962787050055e-09, 2.430187180380017e-07, 0.9959892630577087, 0.004010515287518501]",2,2,2
./vehicle_images/1636039243991_Bajaj Discover 150 2012 Motorbike.jpg,./vehicle_images/1636044408300_Bajaj Re 1984 Three Wheel.jpg,"[3.448049392318353e-05, 0.002582519082352519, 0.9969026446342468, 0.0004803377378266305]","[4.1026918751185804e-08, 2.6094892291439464e-06, 0.9892431497573853, 0.010754176415503025]",2,2,2
./vehicle_images/1636039244160_Bajaj Pulsar 135 2012 Motorbike.jpg,./vehicle_images/1636044409966_Bajaj Pulsar 2018 Motorbike.jpg,"[9.22626641113311e-05, 0.00019894535944331437, 0.9994847774505615, 0.00022395818086806685]","[4.40112557509309e-10, 7.687744130180363e-08, 0.997516393661499, 0.0024834454525262117]",2,2,2
./vehicle_images/1636039247527_Bajaj Discover 2007 Motorbike.jpg,./vehicle_images/1636044411199_Bajaj Discover 125 2012 Motorbike.jpg,"[8.787670958554372e-05, 0.0004759510629810393, 0.9985429048538208, 0.0008932831115089357]","[2.494474813374836e-07, 1.0600445421005134e-05, 0.9807855486869812, 0.01920355297625065]",2,2,2
./vehicle_images/1636039247786_Bajaj Boxer 2003 Motorbike.jpg,./vehicle_images/1636044411500_Bajaj Pulsar 150 2017 Motorbike.jpg,"[0.05352335795760155, 0.049824994057416916, 0.8336783051490784, 0.06297328323125839]","[0.004927854984998703, 0.02099509723484516, 0.6238896250724792, 0.35018742084503174]",2,2,2
./vehicle_images/1636039270399_Bajaj Re 2012 Three Wheel.jpg,./vehicle_images/1636044428810_Bajaj 2 Stroke 2000 Three Wheel.jpg,"[6.59362697774668e-08, 1.9262126897956477e-06, 0.9999972581863403, 6.884635581627663e-07]","[1.21023564577882e-16, 6.084089937581638e-13, 0.9999815225601196, 1.850524131441489e-05]",2,2,2
./vehicle_images/1636039270568_Bajaj Re 2014 Three Wheel.jpg,./vehicle_images/1636044429860_Bajaj Ct100 2019 Motorbike.jpg,"[0.001528251450508833, 0.0026410198770463467, 0.9943559765815735, 0.0014747701352462173]","[1.8836652088793926e-05, 0.0003020315198227763, 0.9246260523796082, 0.07505308091640472]",2,2,2
./vehicle_images/1636039271634_Bajaj Re 2004 Three Wheel.jpg,./vehicle_images/1636044430735_Bajaj Pulsar 150 2007 Motorbike.jpg,"[0.0001229406043421477, 0.008294607512652874, 0.8616008758544922, 0.12998157739639282]","[3.857160481857136e-05, 0.0005249771638773382, 0.9060271382331848, 0.09340928494930267]",2,2,2
./vehicle_images/1636039272459_Bajaj Discover 135 2008 Motorbike.jpg,./vehicle_images/1636044431153_Bajaj Pulsar 2020 Motorbike.jpg,"[0.0004404466599225998, 0.00028786330949515104, 0.9988428354263306, 0.00042874825885519385]","[2.885762739879283e-09, 3.3165835588988557e-07, 0.9954350590705872, 0.004564597271382809]",2,2,2
./vehicle_images/1636039272822_Bajaj Re 2015 Three Wheel.jpg,./vehicle_images/1636044431945_Bajaj Re 1994 Three Wheel.jpg,"[9.118516754824668e-05, 0.003934958484023809, 0.9947558641433716, 0.001217918936163187]","[8.271764606604393e-09, 7.51888990180305e-07, 0.9935837388038635, 0.006415492855012417]",2,2,2
./vehicle_images/1636039273924_Bajaj 2 Stroke 1998 Three Wheel.jpg,./vehicle_images/1636044432532_Bajaj Discover 135 2009 Motorbike.jpg,"[1.0271343853673898e-05, 0.00037580099888145924, 0.9956530332565308, 0.003960855305194855]","[4.927563779233424e-08, 3.0085914204391884e-06, 0.9885892868041992, 0.011407636106014252]",2,2,2
./vehicle_images/1636039276717_Bajaj Pulsar 135 2016 Motorbike.jpg,./vehicle_images/1636044432837_Bajaj Discover 100 2011 Motorbike.jpg,"[3.5888920137949754e-06, 1.8723352695815265e-05, 0.9998076558113098, 0.00017007396672852337]","[6.972237787117308e-10, 1.0993553445359794e-07, 0.9971174001693726, 0.0028824452310800552]",2,2,2
./vehicle_images/1636039277064_Bajaj Pulsar 150 2007 Motorbike.jpg,./vehicle_images/1636044433348_Bajaj 4 Stroke 2015 Three Wheel.jpg,"[4.473703540952556e-08, 6.259852511902864e-07, 0.9999983310699463, 9.856370297711692e-07]","[6.1427460374427565e-15, 1.2895732225126633e-11, 0.9999338388442993, 6.615962774958462e-05]",2,2,2
./vehicle_images/1636039277403_Bajaj Pulsar 180 2011 Motorbike.jpg,./vehicle_images/1636044435304_Bajaj Ct100 2004 Motorbike.jpg,"[0.00017301215848419815, 0.0010590823367238045, 0.9986684322357178, 9.954344568541273e-05]","[7.87844189886755e-09, 7.239538604153495e-07, 0.993683934211731, 0.006315323524177074]",2,2,2
./vehicle_images/1636039278136_Bajaj Re 2004 Three Wheel.jpg,./vehicle_images/1636044435579_Bajaj Ct100 2008 Motorbike.jpg,"[3.5900606576433347e-07, 1.6103012967505492e-06, 0.9999972581863403, 6.600625965802465e-07]","[3.5905137681513654e-17, 2.364983751369787e-13, 0.9999874830245972, 1.2476445590436924e-05]",2,2,2
./vehicle_images/1636039279075_Bajaj 4 Stroke 2008 Three Wheel.jpg,./vehicle_images/1636044436854_Bajaj Ct100 2011 Motorbike.jpg,"[3.5854135660429165e-08, 3.511583486215386e-07, 0.9999995231628418, 1.0053641830154447e-07]","[1.932189884690038e-16, 8.75377949381001e-13, 0.9999784231185913, 2.153828609152697e-05]",2,2,2
./vehicle_images/1636039279634_Bajaj Ct100 2015 Motorbike.jpg,./vehicle_images/1636044437006_Bajaj Discover 125 2006 Motorbike.jpg,"[0.00017607121844775975, 0.0011648217914626002, 0.9963776469230652, 0.0022815032862126827]","[9.905986031455427e-10, 1.4444898965848552e-07, 0.9967703819274902, 0.003229552647098899]",2,2,2
./vehicle_images/1636039280104_Bajaj Discover 2010 Motorbike.jpg,./vehicle_images/1636044437332_Bajaj Re 1998 Three Wheel.jpg,"[0.0005445656715892255, 0.004969674628227949, 0.9942189455032349, 0.0002668237139005214]","[7.447636016877368e-05, 0.0008711778209544718, 0.8852185606956482, 0.11383584886789322]",2,2,2
./vehicle_images/1636039280336_Bajaj Re 2007 Three Wheel.jpg,./vehicle_images/1636044455679_Bajaj Ct100 2015 Motorbike.jpg,"[6.524822993014823e-07, 0.000156864887685515, 0.9987013339996338, 0.0011411417508497834]","[1.4724147456846026e-09, 1.9657515792914637e-07, 0.9963281750679016, 0.0036716186441481113]",2,2,2
./vehicle_images/1636039300848_Bajaj Pulsar 2011 Motorbike.jpg,./vehicle_images/1636044456634_Bajaj Discover 150 2012 Motorbike.jpg,"[0.0008772847941145301, 0.0009075136622413993, 0.9716916084289551, 0.02652359940111637]","[2.4670751372468658e-05, 0.00037195280310697854, 0.918076753616333, 0.08152656257152557]",2,2,2
./vehicle_images/1636039301250_Bajaj Re 205 2015 Three Wheel.jpg,./vehicle_images/1636044456800_Bajaj 2 Stroke 2005 Three Wheel.jpg,"[7.827682679817372e-07, 7.779766747262329e-06, 0.9999899864196777, 1.4825998277956387e-06]","[1.6352250567616862e-14, 2.761253725669377e-11, 0.9999090433120728, 9.089457307709381e-05]",2,2,2
./vehicle_images/1636039301898_Bajaj Pulsar 150 2012 Motorbike.jpg,./vehicle_images/1636044460361_Bajaj Re 2011 Three Wheel.jpg,"[3.3724501236065407e-07, 3.602903689170489e-06, 0.9999419450759888, 5.417294960352592e-05]","[5.634347502447845e-11, 1.5549028731243197e-08, 0.9987241625785828, 0.001275806687772274]",2,2,2
./vehicle_images/1636039302653_Bajaj Re 2008 Three Wheel.jpg,./vehicle_images/1636044460508_Bajaj Discover 125 2014 Motorbike.jpg,"[0.000495982589200139, 0.003772815689444542, 0.9898479580879211, 0.005883171223104]","[4.6087433247521403e-07, 1.7069991372409277e-05, 0.9766141772270203, 0.023368192836642265]",2,2,2
./vehicle_images/1636039304089_Bajaj Ct100 2007 Motorbike.jpg,./vehicle_images/1636044460821_Bajaj Re 2012 Three Wheel.jpg,"[0.0006642646039836109, 0.0037549748085439205, 0.9952184557914734, 0.0003622684453148395]","[9.643829201877452e-08, 5.068345672043506e-06, 0.9858373403549194, 0.014157517813146114]",2,2,2
./vehicle_images/1636039304531_Bajaj 4 Stroke 2007 Three Wheel.jpg,./vehicle_images/1636044462725_Bajaj Re 205 2014 Three Wheel.jpg,"[5.027769134358095e-07, 0.00013913340808358043, 0.998854398727417, 0.0010059159249067307]","[5.723096996312904e-10, 9.429306402353177e-08, 0.9972959160804749, 0.0027039351407438517]",2,2,2
./vehicle_images/1636039308571_Bajaj Ct100 2008 Motorbike.jpg,./vehicle_images/1636044464058_Bajaj 4 Stroke 2008 Three Wheel.jpg,"[0.00010203833517152816, 0.001383565366268158, 0.9982550740242004, 0.00025925427326001227]","[2.7364201571344893e-08, 1.905058866213949e-06, 0.9905595183372498, 0.009438536129891872]",2,2,2
./vehicle_images/1636039308834_Bajaj Discover 125 2006 Motorbike.jpg,./vehicle_images/1636044481641_Bajaj Re 2011 Three Wheel.jpg,"[2.606992347864434e-05, 7.90591184340883e-06, 0.9999439716339111, 2.2074000298744068e-05]","[8.634029491361161e-09, 7.773580250614032e-07, 0.9934942126274109, 0.006504936143755913]",2,2,2
./vehicle_images/1636039309859_Bajaj Re 205 2016 Three Wheel.jpg,./vehicle_images/1636044485625_Bajaj Ct100 2016 Motorbike.jpg,"[3.6447764945046757e-11, 9.439313775061464e-10, 1.0, 3.505981993612295e-08]","[1.8263601210484742e-19, 3.892799524705471e-15, 0.9999977350234985, 2.249005774501711e-06]",2,2,2
./vehicle_images/1636039312042_Bajaj 4 Stroke 2009 Three Wheel.jpg,./vehicle_images/1636044486049_Bajaj Ct100 2006 Motorbike.jpg,"[0.00012341125693637878, 0.004627597983926535, 0.18922112882137299, 0.806027889251709]","[0.10182306915521622, 0.1781577169895172, 0.23557917773723602, 0.4844401478767395]",3,3,2
./vehicle_images/1636039338623_Bajaj Boxer 2003 Motorbike.jpg,./vehicle_images/1636044487945_Bajaj Pulsar 2005 Motorbike.jpg,"[0.011956588365137577, 0.0024094032123684883, 0.984406590461731, 0.0012274245964363217]","[3.868241037707776e-06, 8.880923269316554e-05, 0.9540388584136963, 0.04586845263838768]",2,2,2
./vehicle_images/1636039340623_Bajaj Ct100 2006 Motorbike.jpg,./vehicle_images/1636044489495_Bajaj 4 Stroke 2008 Three Wheel.jpg,"[5.065796244707599e-07, 2.686758762138197e-06, 0.9999963045120239, 5.354702352633467e-07]","[9.162032027151823e-13, 6.319983425484565e-10, 0.9996645450592041, 0.0003355089284013957]",2,2,2
./vehicle_images/1636039343770_Bajaj Re 2015 Three Wheel.jpg,./vehicle_images/1636044489653_Bajaj Pulsar 2013 Motorbike.jpg,"[1.0062613000627607e-06, 0.0002606257621664554, 0.9120817184448242, 0.08765663206577301]","[1.5745861674076878e-05, 0.0002629947557579726, 0.9286972880363464, 0.07102394849061966]",2,2,2
./vehicle_images/1636039344187_Bajaj Ct100 2007 Motorbike.jpg,./vehicle_images/1636044510788_Bajaj Discover 150 2012 Motorbike.jpg,"[0.011594750918447971, 0.08326192200183868, 0.8812938928604126, 0.023849384859204292]","[0.0006134191062301397, 0.004373444244265556, 0.786684513092041, 0.20832863450050354]",2,2,2
./vehicle_images/1636039346392_Bajaj Re 205 2015 Three Wheel.jpg,./vehicle_images/1636044511278_Bajaj 2 Stroke 2001 Three Wheel.jpg,"[5.929360122536309e-05, 0.0010810454841703176, 0.9986839890480042, 0.0001757179998094216]","[3.7041726841380296e-07, 1.4407821254280861e-05, 0.9781923890113831, 0.021792814135551453]",2,2,2
./vehicle_images/1636039348199_Bajaj 2 Stroke 2004 Three Wheel.jpg,./vehicle_images/1636044514830_Bajaj 2 Stroke 2006 Three Wheel.jpg,"[0.007742410525679588, 0.07594168186187744, 0.9061675667762756, 0.010148256085813046]","[5.016426075599156e-05, 0.0006427611224353313, 0.8981807231903076, 0.1011263057589531]",2,2,2
./vehicle_images/1636039348955_Bajaj Pulsar 150 2015 Motorbike.jpg,./vehicle_images/1636044516446_Bajaj 135overy 2010 Motorbike.jpg,"[7.815787103027105e-05, 0.00014515621296595782, 0.9478693604469299, 0.051907286047935486]","[1.187572123972913e-10, 2.7763896071064664e-08, 0.998375415802002, 0.0016245672013610601]",2,2,2
./vehicle_images/1636039371533_Bajaj Re 4 Stroke 2012 Three Wheel.jpg,./vehicle_images/1636044517113_Bajaj Re 2004 Three Wheel.jpg,"[0.00010226905578747392, 0.0008409026195295155, 0.9976328611373901, 0.001423935405910015]","[2.240666985287021e-09, 2.7244391276326496e-07, 0.9957938194274902, 0.004205902107059956]",2,2,2
./vehicle_images/1636039373784_Bajaj Discover 2006 Motorbike.jpg,./vehicle_images/1636044518021_Bajaj Re 2017 Three Wheel.jpg,"[3.270523336595943e-07, 2.2296078896033578e-05, 0.9998911619186401, 8.620289736427367e-05]","[5.4633940600734565e-12, 2.533527165837768e-09, 0.999401330947876, 0.0005987047916278243]",2,2,2
./vehicle_images/1636039376244_Bajaj Re 2014 Three Wheel.jpg,./vehicle_images/1636044518231_Bajaj Pulsar Ns160 2017 Motorbike.jpg,"[1.543940264525645e-08, 2.3346733541984577e-06, 0.9993234872817993, 0.000674149370752275]","[8.073886204789174e-14, 9.558630970074589e-11, 0.999847412109375, 0.0001525856350781396]",2,2,2
./vehicle_images/1636039376788_Bajaj 2 Stroke 2002 Three Wheel.jpg,./vehicle_images/1636044537174_Bajaj 2 Stroke 2000 Three Wheel.jpg,"[1.3530994635857496e-07, 2.7674939246935537e-06, 0.9999951124191284, 2.057570554825361e-06]","[7.286217392236602e-14, 8.8253050700704e-11, 0.9998524188995361, 0.00014758831821382046]",2,2,2
./vehicle_images/1636039377305_Bajaj Re 2013 Three Wheel.jpg,./vehicle_images/1636044537328_Bajaj 2 Stroke 2006 Three Wheel.jpg,"[2.5142342565231957e-05, 0.000504094292409718, 0.9986585378646851, 0.0008120967540889978]","[7.230460852269971e-08, 4.052464646520093e-06, 0.9870902895927429, 0.012905626557767391]",2,2,2
./vehicle_images/1636039377468_Bajaj Discover 125 2015 Motorbike.jpg,./vehicle_images/1636044537494_Bajaj Discover 2007 Motorbike.jpg,"[9.095542736758944e-06, 2.2265173811319983e-06, 0.9999809265136719, 7.724264833086636e-06]","[2.54262621157339e-14, 3.892081448797491e-11, 0.9998950958251953, 0.00010488877887837589]",2,2,2
./vehicle_images/1636039377652_Bajaj Re 205 2011 Three Wheel.jpg,./vehicle_images/1636044540055_Bajaj Boxer Ar 2001 Motorbike.jpg,"[1.5144265717026428e-06, 8.14754002931295e-06, 0.9999006986618042, 8.967967733042315e-05]","[2.6943987947898596e-13, 2.439991542146913e-10, 0.9997743964195251, 0.00022557565534953028]",2,2,2
./vehicle_images/1636039377822_Bajaj Ct100 2019 Motorbike.jpg,./vehicle_images/1636044543876_Bajaj Pulsar 150 2012 Motorbike.jpg,"[0.04127025604248047, 0.001991233555600047, 0.8885996341705322, 0.06813880056142807]","[1.0445701548178477e-07, 5.392686034610961e-06, 0.9854690432548523, 0.014525503851473331]",2,2,2
./vehicle_images/1636039377984_Bajaj Re 2010 Three Wheel.jpg,./vehicle_images/1636044544000_Bajaj 2 Stroke 1998 Three Wheel.jpg,"[0.01425529457628727, 0.08456258475780487, 0.8884338736534119, 0.012748194858431816]","[1.2806548284061137e-06, 3.7713140045525506e-05, 0.9676086902618408, 0.03235229477286339]",2,2,2
./vehicle_images/1636039378153_Bajaj Discover 100 2010 Motorbike.jpg,./vehicle_images/1636044544781_Bajaj Pulsar 150 2002 Motorbike.jpg,"[6.629515701206401e-05, 0.00040515194996260107, 0.9971815347671509, 0.0023469976149499416]","[5.447402145364322e-06, 0.00011575603275559843, 0.9488120675086975, 0.051066625863313675]",2,2,2
./vehicle_images/1636039379025_Bajaj Ct100 2019 Motorbike.jpg,./vehicle_images/1636044545388_Bajaj Discover 150 2011 Motorbike.jpg,"[0.0002448007871862501, 2.7683894586516544e-05, 0.9994866847991943, 0.0002408430736977607]","[1.1928086296464357e-10, 2.785909991587232e-08, 0.9983730316162109, 0.0016268858453258872]",2,2,2
./vehicle_images/1636039379356_Bajaj 4 Stroke 2013 Three Wheel.jpg,./vehicle_images/1636044545776_Bajaj Re 2010 Three Wheel.jpg,"[1.8572944100014865e-05, 7.373134576482698e-05, 0.9999045133590698, 3.1593506264471216e-06]","[3.7096151150883827e-10, 6.731065838039285e-08, 0.9976502060890198, 0.0023496865760535]",2,2,2
./vehicle_images/1636039379996_Bajaj Re 2012 Three Wheel.jpg,./vehicle_images/1636044546729_Bajaj Re 1991 Three Wheel.jpg,"[0.0019140139920637012, 0.01209949143230915, 0.980002760887146, 0.005983661860227585]","[0.0009171316050924361, 0.005935482680797577, 0.761037290096283, 0.23211002349853516]",2,2,2
./vehicle_images/1636039405267_Bajaj Re 2014 Three Wheel.jpg,./vehicle_images/1636044547360_Bajaj Pulsar 135 2011 Motorbike.jpg,"[0.006492238491773605, 0.06514917314052582, 0.9178065657615662, 0.010552006773650646]","[5.167455128685106e-06, 0.0001111249002860859, 0.949653685092926, 0.05023006722331047]",2,2,2
./vehicle_images/1636039406023_Bajaj 2 Stroke 2002 Three Wheel.jpg,./vehicle_images/1636044565332_Bajaj Ct100 2016 Motorbike.jpg,"[6.30788563285023e-05, 0.0005983893643133342, 0.9962064027786255, 0.0031320503912866116]","[1.6898745514026814e-08, 1.3099637499180972e-06, 0.9919191002845764, 0.008079687133431435]",2,2,2
./vehicle_images/1636039406192_Bajaj Pulsar 150 2007 Motorbike.jpg,./vehicle_images/1636044567963_Bajaj Re 2009 Three Wheel.jpg,"[2.0388786197145237e-06, 2.9623399314004928e-05, 0.9999672174453735, 1.112347263187985e-06]","[2.029993534380381e-10, 4.212234117062508e-08, 0.9980672001838684, 0.0019327951595187187]",2,2,2
./vehicle_images/1636039406624_Bajaj Pulsar 2012 Motorbike.jpg,./vehicle_images/1636044568341_Bajaj Re 2 Stroke 1998 Three Wheel.jpg,"[0.00014892051694914699, 0.0008209377992898226, 0.9974328875541687, 0.0015972453402355313]","[2.935549127869308e-05, 0.00042533420491963625, 0.9135740995407104, 0.08597128838300705]",2,2,2
./vehicle_images/1636039407712_Bajaj Re 2015 Three Wheel.jpg,./vehicle_images/1636044569884_Bajaj Re 205 2012 Three Wheel.jpg,"[1.7155210230157536e-07, 2.952492650365457e-06, 0.9999969005584717, 2.2549288658524347e-08]","[8.806522805008646e-17, 4.751506263098171e-13, 0.9999833106994629, 1.6691772543708794e-05]",2,2,2
./vehicle_images/1636039407859_Bajaj 4 Stroke 2015 Three Wheel.jpg,./vehicle_images/1636044570045_Bajaj Pulsar 150 2016 Motorbike.jpg,"[5.612263066723244e-06, 0.0005115941166877747, 0.99165278673172, 0.007830003276467323]","[1.505097491083518e-09, 1.999587908585454e-07, 0.9963020086288452, 0.0036977960262447596]",2,2,2
./vehicle_images/1636039409030_Bajaj Ct100 2009 Motorbike.jpg,./vehicle_images/1636044573444_Bajaj Pulsar 135 2015 Motorbike.jpg,"[2.289110307174269e-05, 8.18271582829766e-05, 0.999835729598999, 5.9503909142222255e-05]","[4.744237294684872e-11, 1.360309553888328e-08, 0.998793363571167, 0.0012066391063854098]",2,2,2
./vehicle_images/1636039409900_Bajaj Re 2001 Three Wheel.jpg,./vehicle_images/1636044573623_Bajaj Pulsar 150 2010 Motorbike.jpg,"[1.1395462024665903e-05, 1.5752410035929643e-05, 0.9999678134918213, 4.951707524014637e-06]","[6.276064303673001e-12, 2.8219933057016533e-09, 0.999373733997345, 0.0006262437091208994]",2,2,2
./vehicle_images/1636039411567_Bajaj Discover 125m 2014 Motorbike.jpg,./vehicle_images/1636044574026_Bajaj 4 Stroke 2012 Three Wheel.jpg,"[1.124611443970025e-07, 2.4991522877826355e-06, 0.9999961853027344, 1.223729555022146e-06]","[2.6065309849734875e-13, 2.3778851110378696e-10, 0.9997768998146057, 0.0002231626131106168]",2,2,2
./vehicle_images/1636039413942_Bajaj Re 1995 Three Wheel.jpg,./vehicle_images/1636044574327_Bajaj 4 Stroke 2010 Three Wheel.jpg,"[0.0005036580259911716, 0.006867163814604282, 0.9899793863296509, 0.0026498311199247837]","[3.7903616885159863e-06, 8.74216784723103e-05, 0.9543325304985046, 0.04557625576853752]",2,2,2
./vehicle_images/1636039434378_Bajaj Re 2010 Three Wheel.jpg,./vehicle_images/1636044594441_Bajaj Re 2004 Three Wheel.jpg,"[2.098353797919117e-05, 0.0011325186351314187, 0.9986982345581055, 0.00014824976096861064]","[4.2168608015147324e-12, 2.0714137072275207e-09, 0.9994495511054993, 0.0005504743894562125]",2,2,2
./vehicle_images/1636039435226_Bajaj Ct100 2013 Motorbike.jpg,./vehicle_images/1636044595490_Bajaj 2 Stroke 2000 Three Wheel.jpg,"[3.549241228029132e-05, 0.000429322273703292, 0.9992091059684753, 0.0003260785015299916]","[1.1202863636761151e-10, 2.6532950059277027e-08, 0.9984058737754822, 0.0015941483434289694]",2,2,2
./vehicle_images/1636039436034_Bajaj Re 2016 Three Wheel.jpg,./vehicle_images/1636044595802_Bajaj Discover 2010 Motorbike.jpg,"[4.325660029280698e-06, 9.351944754598662e-05, 0.9995067119598389, 0.0003954709100071341]","[1.7612654390486426e-11, 6.295357568575355e-09, 0.9991249442100525, 0.0008751028799451888]",2,2,2
./vehicle_images/1636039437722_Bajaj Re 2010 Three Wheel.jpg,./vehicle_images/1636044596375_Bajaj Discover 125 2007 Motorbike.jpg,"[0.00039790724986232817, 0.013494621030986309, 0.8081722259521484, 0.17793524265289307]","[2.457925120324944e-06, 6.250652222661301e-05, 0.9601702690124512, 0.03976479917764664]",2,2,2
./vehicle_images/1636039437900_Bajaj Platina 2014 Motorbike.jpg,./vehicle_images/1636044596548_Bajaj Re 2013 Three Wheel.jpg,"[4.37035259892582e-06, 1.2445619177015033e-05, 0.9999817609786987, 1.467200036131544e-06]","[1.3508474937598547e-12, 8.547371144196347e-10, 0.9996194839477539, 0.00038053482421673834]",2,2,2
./vehicle_images/1636039438756_Bajaj Discover 100 2011 Motorbike.jpg,./vehicle_images/1636044597135_Bajaj Platina 100 Es 2016 Motorbike.jpg,"[1.6849529629325843e-06, 0.0002307628747075796, 0.9956586360931396, 0.004108966328203678]","[5.586122231449053e-09, 5.541800192077062e-07, 0.9943481087684631, 0.0056512486189603806]",2,2,2
./vehicle_images/1636039439157_Bajaj Discover 2009 Motorbike.jpg,./vehicle_images/1636044598655_Bajaj Discover 100 2012 Motorbike.jpg,"[8.610639270045795e-06, 8.701244951225817e-06, 0.9998224377632141, 0.00016035855514928699]","[2.139317716032263e-11, 7.322955131172648e-09, 0.9990679621696472, 0.0009320537792518735]",2,2,2
./vehicle_images/1636039439742_Bajaj Re 2007 Three Wheel.jpg,./vehicle_images/1636044598838_Bajaj Re 2013 Three Wheel.jpg,"[0.03786003217101097, 0.08168289065361023, 0.8801588416099548, 0.00029826772515662014]","[0.018972426652908325, 0.05634996294975281, 0.47415080666542053, 0.4505268335342407]",2,2,2
./vehicle_images/1636039441007_Bajaj Re 1998 Three Wheel.jpg,./vehicle_images/1636044602115_Bajaj 2 Stroke 2006 Three Wheel.jpg,"[1.6912391629375634e-06, 3.0230892662075348e-05, 0.999967098236084, 9.095177802009857e-07]","[5.0903860120132816e-12, 2.3979731533785298e-09, 0.9994149208068848, 0.0005851304740644991]",2,2,2
./vehicle_images/1636039442056_Bajaj Re 2001 Three Wheel.jpg,./vehicle_images/1636044620287_Bajaj Re 2007 Three Wheel.jpg,"[1.66336540132761e-05, 0.00028466570074670017, 0.9996148347854614, 8.385174442082644e-05]","[2.1410235806484934e-09, 2.6297820454601606e-07, 0.9958552718162537, 0.0041444553062319756]",2,2,2
./vehicle_images/1636039443961_Bajaj 2 Stroke 2003 Three Wheel.jpg,./vehicle_images/1636044621755_Bajaj Pulsar 150 2007 Motorbike.jpg,"[8.013564183784183e-06, 0.00018333306070417166, 0.9997158646583557, 9.276834316551685e-05]","[7.846424031343613e-12, 3.3571452284775205e-09, 0.9993267059326172, 0.0006732777692377567]",2,2,2
./vehicle_images/1636039466811_Bajaj Discover 2018 Motorbike.jpg,./vehicle_images/1636044623561_Bajaj Pulsar 150 2010 Motorbike.jpg,"[2.8083641154807992e-06, 0.00012377931852824986, 0.9967503547668457, 0.003123154165223241]","[3.209408205862019e-08, 2.1562798337981803e-06, 0.9900615215301514, 0.009936218149960041]",2,2,2
./vehicle_images/1636039467182_Bajaj Re 2018 Three Wheel.jpg,./vehicle_images/1636044624069_Bajaj Discover 125 2006 Motorbike.jpg,"[1.2184276556581608e-06, 2.1798006855533458e-05, 0.9999343156814575, 4.271067518857308e-05]","[6.1455357404545385e-15, 1.2900283272165858e-11, 0.9999338388442993, 6.616940663661808e-05]",2,2,2
./vehicle_images/1636039467583_Bajaj 2 Stroke 2000 Three Wheel.jpg,./vehicle_images/1636044626936_Bajaj Pulsar 2012 Motorbike.jpg,"[0.0015195634914562106, 0.018884599208831787, 0.9360366463661194, 0.04355911538004875]","[0.0018804839346557856, 0.010211044922471046, 0.7086846232414246, 0.27922385931015015]",2,2,2
./vehicle_images/1636039469540_Bajaj Ct100 2016 Motorbike.jpg,./vehicle_images/1636044627766_Bajaj Re 2016 Three Wheel.jpg,"[0.06629437953233719, 0.24778740108013153, 0.5370926856994629, 0.1488255262374878]","[0.0003774540382437408, 0.0030211457051336765, 0.8144233822822571, 0.18217803537845612]",2,2,2
./vehicle_images/1636039470652_Bajaj Re 205 2014 Three Wheel.jpg,./vehicle_images/1636044629548_Bajaj 4 Stroke 2015 Three Wheel.jpg,"[6.418882094294531e-06, 0.0009535390418022871, 0.9538479447364807, 0.04519210010766983]","[1.71072400689809e-08, 1.3225049997345195e-06, 0.9918869137763977, 0.008111716248095036]",2,2,2
./vehicle_images/1636039470805_Bajaj Platina 2011 Motorbike.jpg,./vehicle_images/1636044647593_Bajaj Ct100 2016 Motorbike.jpg,"[0.00030719515052624047, 0.0024363314732909203, 0.9964259266853333, 0.0008305259398184717]","[1.2490296285250224e-05, 0.00021990513778291643, 0.9336481094360352, 0.06611945480108261]",2,2,2
./vehicle_images/1636039471021_Bajaj Re 2000 Three Wheel.jpg,./vehicle_images/1636044648134_Bajaj Pulsar 2008 Motorbike.jpg,"[9.432259503228124e-06, 8.357041951967403e-05, 0.9962695837020874, 0.003637450747191906]","[3.009666682540768e-10, 5.721117801726905e-08, 0.9978042244911194, 0.0021958034485578537]",2,2,2
./vehicle_images/1636039471559_Bajaj Re 2016 Three Wheel.jpg,./vehicle_images/1636044648699_Bajaj Discover 2017 Motorbike.jpg,"[1.3475715604727156e-05, 0.00041343559860251844, 0.9836322665214539, 0.015940746292471886]","[1.1933955212928282e-10, 2.7869724306128774e-08, 0.9983727931976318, 0.0016271461499854922]",2,2,2
./vehicle_images/1636039471738_Bajaj Pulsar 2018 Motorbike.jpg,./vehicle_images/1636044649898_Bajaj Discover 125 2012 Motorbike.jpg,"[4.82838743209868e-07, 3.1757713259139564e-06, 0.9999330043792725, 6.332733028102666e-05]","[1.672417426767936e-09, 2.170341559804001e-07, 0.9961736798286438, 0.0038261108566075563]",2,2,2
